"psi","vx","vy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.64487918,1.4612593,-0.0066915217,1,0.76599997,2,0.76599997,0
0.64782353,1.4622667,-0.0065661476,1,0.76800001,2,0.76800001,0
0.6507709,1.4632362,-0.0064360429,1,0.76999998,2,0.76999998,0
0.65371836,1.4642057,-0.0063059344,1,0.77200001,2,0.77200001,0
0.65666573,1.4651751,-0.0061758298,1,0.77399999,2,0.77399999,0
0.65961319,1.4661446,-0.0060457212,1,0.77600002,2,0.77600002,0
0.66256057,1.4671141,-0.0059156166,1,0.778,2,0.778,0
0.66550794,1.4680835,-0.0057855119,1,0.77999997,2,0.77999997,0
0.6684554,1.469053,-0.0056554034,1,0.78200001,2,0.78200001,0
0.67140277,1.4700224,-0.0055252987,1,0.78399998,2,0.78399998,0
0.67435023,1.4709919,-0.0053951902,1,0.78600001,2,0.78600001,0
0.67729761,1.4719614,-0.0052650856,1,0.78799999,2,0.78799999,0
0.68024507,1.4729309,-0.005134977,1,0.79000002,2,0.79000002,0
0.68319244,1.4739003,-0.0050048724,1,0.792,2,0.792,0
0.6861399,1.4748698,-0.0048747639,1,0.79400003,2,0.79400003,0
0.68908727,1.4758393,-0.0047446592,1,0.796,2,0.796,0
0.69203465,1.4768087,-0.0046145546,1,0.79799998,2,0.79799998,0
0.69498211,1.4777782,-0.004484446,1,0.80000001,2,0.80000001,0
0.69792948,1.4787477,-0.0043543414,1,0.80199999,2,0.80199999,0
0.70087754,1.4797131,-0.0042273736,1,0.80400002,2,0.80400002,0
0.70384636,1.4805363,-0.0042104714,1,0.80599999,2,0.80599999,0
0.70681528,1.4813595,-0.0041935687,1,0.80800003,2,0.80800003,0
0.7097841,1.4821827,-0.0041766666,1,0.81,2,0.81,0
0.71275293,1.4830058,-0.0041597644,1,0.81199998,2,0.81199998,0
0.71572184,1.483829,-0.0041428618,1,0.81400001,2,0.81400001,0
0.71869067,1.4846522,-0.0041259596,1,0.81599998,2,0.81599998,0
0.72165958,1.4854754,-0.004109057,1,0.81800002,2,0.81800002,0
0.72462841,1.4862986,-0.0040921548,1,0.81999999,2,0.81999999,0
0.72759732,1.4871218,-0.0040752522,1,0.82200003,2,0.82200003,0
0.73056615,1.487945,-0.00405835,1,0.824,2,0.824,0
0.73353497,1.4887682,-0.0040414478,1,0.82599998,2,0.82599998,0
0.73650389,1.4895914,-0.0040245452,1,0.82800001,2,0.82800001,0
0.73947271,1.4904145,-0.004007643,1,0.82999998,2,0.82999998,0
0.74244163,1.4912377,-0.0039907404,1,0.83200002,2,0.83200002,0
0.74541045,1.4920609,-0.0039738382,1,0.83399999,2,0.83399999,0
0.74837937,1.4928841,-0.0039569356,1,0.83600003,2,0.83600003,0
0.75137212,1.4935674,-0.0039004159,1,0.838,2,0.838,0
0.75437389,1.494198,-0.0038289534,1,0.83999997,2,0.83999997,0
0.75737575,1.4948286,-0.0037574888,1,0.84200001,2,0.84200001,0
0.76037753,1.4954591,-0.0036860263,1,0.84399998,2,0.84399998,0
0.76337939,1.4960897,-0.0036145616,1,0.84600002,2,0.84600002,0
0.76638116,1.4967202,-0.0035430991,1,0.84799999,2,0.84799999,0
0.76938302,1.4973508,-0.0034716345,1,0.85000002,2,0.85000002,0
0.7723848,1.4979814,-0.003400172,1,0.852,2,0.852,0
0.77538657,1.4986119,-0.0033287095,1,0.85399997,2,0.85399997,0
0.77838843,1.4992425,-0.0032572449,1,0.85600001,2,0.85600001,0
0.78139021,1.4998731,-0.0031857824,1,0.85799998,2,0.85799998,0
0.78439207,1.5005036,-0.0031143177,1,0.86000001,2,0.86000001,0
0.78739384,1.5011342,-0.0030428552,1,0.86199999,2,0.86199999,0
0.7903957,1.5017648,-0.0029713906,1,0.86400002,2,0.86400002,0
0.79339748,1.5023953,-0.0028999281,1,0.866,2,0.866,0
0.79639925,1.5030259,-0.0028284656,1,0.86799997,2,0.86799997,0
0.79940111,1.5036564,-0.002757001,1,0.87,2,0.87,0
0.80240289,1.504287,-0.0026855384,1,0.87199998,2,0.87199998,0
0.80540475,1.5049176,-0.0026140738,1,0.87400001,2,0.87400001,0
0.80840652,1.5055481,-0.0025426113,1,0.87599999,2,0.87599999,0
0.81140838,1.5061787,-0.0024711467,1,0.87800002,2,0.87800002,0
0.81441016,1.5068093,-0.0023996842,1,0.88,2,0.88,0
0.81741202,1.5074398,-0.0023282195,1,0.88200003,2,0.88200003,0
0.82043337,1.5080627,-0.0022326416,1,0.884,2,0.884,0
0.8234604,1.5086833,-0.0021300643,1,0.88599998,2,0.88599998,0
0.82648752,1.5093039,-0.002027484,1,0.88800001,2,0.88800001,0
0.82951455,1.5099245,-0.0019249067,1,0.88999999,2,0.88999999,0
0.83254167,1.5105451,-0.0018223263,1,0.89200002,2,0.89200002,0
0.8355687,1.5111657,-0.001719749,1,0.89399999,2,0.89399999,0
0.83859582,1.5117863,-0.0016171686,1,0.89600003,2,0.89600003,0
0.84162285,1.512407,-0.0015145913,1,0.898,2,0.898,0
0.84464988,1.5130276,-0.001412014,1,0.89999998,2,0.89999998,0
0.847677,1.5136482,-0.0013094336,1,0.90200001,2,0.90200001,0
0.85070403,1.5142688,-0.0012068563,1,0.90399998,2,0.90399998,0
0.85373115,1.5148894,-0.001104276,1,0.90600002,2,0.90600002,0
0.85675818,1.51551,-0.0010016987,1,0.90799999,2,0.90799999,0
0.8597853,1.5161306,-0.00089911831,1,0.91000003,2,0.91000003,0
0.86281233,1.5167512,-0.000796541,1,0.912,2,0.912,0
0.86583936,1.5173718,-0.00069396369,1,0.91399997,2,0.91399997,0
0.86886938,1.5179321,-0.00059397336,1,0.91600001,2,0.91600001,0
0.87191179,1.5182327,-0.00050512199,1,0.91799998,2,0.91799998,0
0.87495429,1.5185334,-0.00041626797,1,0.92000002,2,0.92000002,0
0.87799669,1.5188341,-0.00032741659,1,0.92199999,2,0.92199999,0
0.88103919,1.5191347,-0.00023856258,1,0.92400002,2,0.92400002,0
0.88408159,1.5194354,-0.0001497112,1,0.926,2,0.926,0
0.887124,1.519736,-6.0859832e-05,1,0.92799997,2,0.92799997,0
0.89016649,1.5200367,2.7994187e-05,1,0.93000001,2,0.93000001,0
0.8932089,1.5203374,0.00011684556,1,0.93199998,2,0.93199998,0
0.89625139,1.520638,0.00020569958,1,0.93400002,2,0.93400002,0
0.8992938,1.5209387,0.00029455095,1,0.93599999,2,0.93599999,0
0.90233629,1.5212393,0.00038340497,1,0.93800002,2,0.93800002,0
0.9053787,1.52154,0.00047225634,1,0.94,2,0.94,0
0.9084211,1.5218406,0.00056110771,1,0.94199997,2,0.94199997,0
0.9114636,1.5221413,0.00064996173,1,0.94400001,2,0.94400001,0
0.91450601,1.522442,0.0007388131,1,0.94599998,2,0.94599998,0
0.9175485,1.5227426,0.00082766712,1,0.94800001,2,0.94800001,0
0.92059091,1.5230433,0.00091651849,1,0.94999999,2,0.94999999,0
0.9236334,1.523344,0.0010053725,1,0.95200002,2,0.95200002,0
0.92667581,1.5236446,0.0010942239,1,0.954,2,0.954,0
0.92971821,1.5239453,0.0011830753,1,0.95599997,2,0.95599997,0
0.93276071,1.5242459,0.0012719293,1,0.958,2,0.958,0
0.93580311,1.5245466,0.0013607806,1,0.95999998,2,0.95999998,0
0.93885549,1.5246338,0.0014352553,1,0.96200001,2,0.96200001,0
0.9419091,1.5246925,0.0015078075,1,0.96399999,2,0.96399999,0
0.9449628,1.5247512,0.0015803618,1,0.96600002,2,0.96600002,0
0.94801641,1.5248099,0.001652914,1,0.96799999,2,0.96799999,0
0.95107011,1.5248686,0.0017254684,1,0.97000003,2,0.97000003,0
0.95412372,1.5249273,0.0017980206,1,0.972,2,0.972,0
0.95717733,1.524986,0.0018705728,1,0.97399998,2,0.97399998,0
0.96023103,1.5250446,0.0019431271,1,0.97600001,2,0.97600001,0
0.96328464,1.5251033,0.0020156793,1,0.97799999,2,0.97799999,0
0.96633834,1.525162,0.0020882336,1,0.98000002,2,0.98000002,0
0.96939195,1.5252207,0.0021607858,1,0.98199999,2,0.98199999,0
0.97244565,1.5252794,0.0022333402,1,0.98400003,2,0.98400003,0
0.97549926,1.5253381,0.0023058924,1,0.986,2,0.986,0
0.97855287,1.5253968,0.0023784446,1,0.98799998,2,0.98799998,0
0.98160657,1.5254555,0.0024509989,1,0.99000001,2,0.99000001,0
0.98465421,1.5253038,0.0025307238,1,0.99199998,2,0.99199998,0
0.98769992,1.5250808,0.0026128839,1,0.99400002,2,0.99400002,0
0.99074554,1.5248578,0.0026950415,1,0.99599999,2,0.99599999,0
0.99379125,1.5246348,0.0027772015,1,0.99800003,2,0.99800003,0
0.99683687,1.5244118,0.0028593591,1,1,2,1,0
0.99988248,1.5241888,0.0029415167,1,1.002,2,1.002,0
1.0029281,1.5239658,0.0030236742,1,1.0039999,2,1.0039999,0
1.0059739,1.5237428,0.0031058367,1,1.006,2,1.006,0
1.0090195,1.5235198,0.0031879943,1,1.008,2,1.008,0
1.0120651,1.5232968,0.0032701519,1,1.01,2,1.01,0
1.0151108,1.5230737,0.0033523095,1,1.012,2,1.012,0
1.0181566,1.5228507,0.0034344719,1,1.0140001,2,1.0140001,0
1.0212022,1.5226277,0.0035166295,1,1.016,2,1.016,0
1.0242478,1.5224047,0.0035987871,1,1.018,2,1.018,0
1.0272934,1.5221817,0.0036809447,1,1.02,2,1.02,0
1.030339,1.5219587,0.0037631023,1,1.022,2,1.022,0
1.0333848,1.5217357,0.0038452648,1,1.024,2,1.024,0
1.0364305,1.5215127,0.0039274223,1,1.026,2,1.026,0
1.0394761,1.5212897,0.0040095799,1,1.028,2,1.028,0
1.0425165,1.5209945,0.0040826792,1,1.03,2,1.03,0
1.045551,1.5206177,0.0041455458,1,1.0319999,2,1.0319999,0
1.0485857,1.520241,0.0042084162,1,1.034,2,1.034,0
1.0516202,1.5198643,0.0042712829,1,1.036,2,1.036,0
1.0546547,1.5194875,0.0043341496,1,1.038,2,1.038,0
1.0576893,1.5191108,0.0043970162,1,1.04,2,1.04,0
1.060724,1.5187341,0.0044598866,1,1.0420001,2,1.0420001,0
1.0637585,1.5183573,0.0045227533,1,1.044,2,1.044,0
1.066793,1.5179806,0.00458562,1,1.046,2,1.046,0
1.0698275,1.5176039,0.0046484866,1,1.048,2,1.048,0
1.072862,1.5172271,0.0047113533,1,1.05,2,1.05,0
1.0758967,1.5168504,0.0047742237,1,1.052,2,1.052,0
1.0789312,1.5164737,0.0048370904,1,1.054,2,1.054,0
1.0819658,1.5160969,0.004899957,1,1.056,2,1.056,0
1.0850003,1.5157202,0.0049628237,1,1.058,2,1.058,0
1.0880348,1.5153435,0.0050256904,1,1.0599999,2,1.0599999,0
1.0910695,1.5149667,0.0050885608,1,1.062,2,1.062,0
1.094104,1.51459,0.0051514274,1,1.064,2,1.064,0
1.0971385,1.5142133,0.0052142941,1,1.066,2,1.066,0
1.1001731,1.5138365,0.0052771608,1,1.068,2,1.068,0
1.1032078,1.5134598,0.0053400312,1,1.0700001,2,1.0700001,0
1.1062364,1.5130287,0.0054493432,1,1.072,2,1.072,0
1.1092633,1.5125816,0.0055723613,1,1.074,2,1.074,0
1.1122902,1.5121345,0.0056953794,1,1.076,2,1.076,0
1.1153171,1.5116874,0.0058183976,1,1.0779999,2,1.0779999,0
1.1183442,1.5112403,0.005941423,1,1.08,2,1.08,0
1.1213711,1.5107932,0.0060644412,1,1.082,2,1.082,0
1.1243981,1.5103461,0.0061874593,1,1.084,2,1.084,0
1.127425,1.509899,0.0063104775,1,1.086,2,1.086,0
1.1304398,1.5093038,0.0064295007,1,1.0880001,2,1.0880001,0
1.133435,1.5084734,0.0065421659,1,1.09,2,1.09,0
1.1364303,1.507643,0.0066548312,1,1.092,2,1.092,0
1.1394255,1.5068127,0.0067674964,1,1.094,2,1.094,0
1.1424207,1.5059823,0.0068801617,1,1.096,2,1.096,0
1.1454161,1.5051519,0.0069928336,1,1.098,2,1.098,0
1.1484113,1.5043215,0.0071054989,1,1.1,2,1.1,0
1.1514066,1.5034911,0.0072181641,1,1.102,2,1.102,0
1.1544018,1.5026608,0.0073308294,1,1.104,2,1.104,0
1.157397,1.5018304,0.0074434946,1,1.1059999,2,1.1059999,0
1.1603924,1.501,0.0075561666,1,1.108,2,1.108,0
1.1633876,1.5001696,0.0076688318,1,1.11,2,1.11,0
1.1663829,1.4993392,0.0077814971,1,1.112,2,1.112,0
1.1693781,1.4985089,0.0078941623,1,1.114,2,1.114,0
1.1723735,1.4976785,0.0080068343,1,1.1160001,2,1.1160001,0
1.1753687,1.4968481,0.0081194995,1,1.118,2,1.118,0
1.1783639,1.4960177,0.0082321648,1,1.12,2,1.12,0
1.1813591,1.4951874,0.00834483,1,1.122,2,1.122,0
1.1843544,1.494357,0.0084574953,1,1.124,2,1.124,0
1.1873498,1.4935266,0.0085701672,1,1.126,2,1.126,0
1.190345,1.4926962,0.0086828325,1,1.128,2,1.128,0
1.1933402,1.4918658,0.0087954977,1,1.13,2,1.13,0
1.1963354,1.4910355,0.008908163,1,1.132,2,1.132,0
1.1993307,1.4902051,0.0090208282,1,1.1339999,2,1.1339999,0
1.2023261,1.4893747,0.0091335002,1,1.136,2,1.136,0
1.2053213,1.4885443,0.0092461654,1,1.138,2,1.138,0
1.2083165,1.487714,0.0093588307,1,1.14,2,1.14,0
1.2113117,1.4868836,0.0094714959,1,1.142,2,1.142,0
1.2143071,1.4860532,0.0095841679,1,1.1440001,2,1.1440001,0
1.2173024,1.4852228,0.0096968331,1,1.146,2,1.146,0
1.2202976,1.4843924,0.0098094984,1,1.148,2,1.148,0
1.2232901,1.4835539,0.0099212622,1,1.15,2,1.15,0
1.2262547,1.482633,0.01002394,1,1.152,2,1.152,0
1.2292196,1.481712,0.010126623,1,1.154,2,1.154,0
1.2321843,1.4807911,0.010229301,1,1.156,2,1.156,0
1.2351489,1.4798702,0.010331979,1,1.158,2,1.158,0
1.2380995,1.4788589,0.010424484,1,1.16,2,1.16,0
1.2410188,1.4776478,0.010494483,1,1.1619999,2,1.1619999,0
1.2439382,1.4764367,0.010564486,1,1.164,2,1.164,0
1.2468575,1.4752256,0.010634484,1,1.166,2,1.166,0
1.2497768,1.4740145,0.010704483,1,1.168,2,1.168,0
1.252696,1.4728035,0.010774482,1,1.17,2,1.17,0
1.2556155,1.4715923,0.010844485,1,1.1720001,2,1.1720001,0
1.2585348,1.4703813,0.010914484,1,1.174,2,1.174,0
1.2614541,1.4691702,0.010984483,1,1.176,2,1.176,0
1.2643733,1.4679591,0.011054482,1,1.178,2,1.178,0
1.2672926,1.466748,0.011124481,1,1.1799999,2,1.1799999,0
1.2702121,1.4655369,0.011194484,1,1.182,2,1.182,0
1.2731313,1.4643258,0.011264482,1,1.184,2,1.184,0
1.2760506,1.4631148,0.011334481,1,1.186,2,1.186,0
1.2789699,1.4619037,0.01140448,1,1.188,2,1.188,0
1.2818893,1.4606925,0.011474483,1,1.1900001,2,1.1900001,0
1.2848086,1.4594815,0.011544482,1,1.192,2,1.192,0
1.2877279,1.4582704,0.011614481,1,1.194,2,1.194,0
1.2906472,1.4570593,0.01168448,1,1.196,2,1.196,0
1.2935665,1.4558482,0.011754478,1,1.198,2,1.198,0
1.2964859,1.4546371,0.011824481,1,1.2,2,1.2,0
1.2994052,1.453426,0.01189448,1,1.202,2,1.202,0
1.3023245,1.452215,0.011964479,1,1.204,2,1.204,0
1.3052437,1.4510039,0.012034478,1,1.206,2,1.206,0
1.308163,1.4497928,0.012104477,1,1.2079999,2,1.2079999,0
1.3110825,1.4485817,0.01217448,1,1.21,2,1.21,0
1.3140018,1.4473706,0.012244479,1,1.212,2,1.212,0
1.316924,1.4461768,0.012323968,1,1.214,2,1.214,0
1.3198471,1.4449883,0.012406308,1,1.216,2,1.216,0
1.3227704,1.4437996,0.012488654,1,1.2180001,2,1.2180001,0
1.3256935,1.442611,0.012570994,1,1.22,2,1.22,0
1.3286166,1.4414225,0.012653334,1,1.222,2,1.222,0
1.3315397,1.4402339,0.012735674,1,1.224,2,1.224,0
1.3344628,1.4390453,0.012818015,1,1.226,2,1.226,0
1.3373853,1.4378539,0.012899503,1,1.228,2,1.228,0
1.3402572,1.4364848,0.012927092,1,1.23,2,1.23,0
1.3431052,1.4351744,0.013012018,1,1.232,2,1.232,0
1.3459307,1.4339187,0.013150241,1,1.234,2,1.234,0
1.3487563,1.4326629,0.013288464,1,1.2359999,2,1.2359999,0
1.3515821,1.431407,0.013426696,1,1.238,2,1.238,0
1.3544076,1.4301513,0.013564919,1,1.24,2,1.24,0
1.3572332,1.4288955,0.013703142,1,1.242,2,1.242,0
1.3600588,1.4276397,0.013841365,1,1.244,2,1.244,0
1.3628846,1.4263839,0.013979597,1,1.2460001,2,1.2460001,0
1.3657101,1.4251281,0.01411782,1,1.248,2,1.248,0
1.3685357,1.4238723,0.014256043,1,1.25,2,1.25,0
1.3713613,1.4226165,0.014394266,1,1.252,2,1.252,0
1.3741869,1.4213608,0.01453249,1,1.2539999,2,1.2539999,0
1.3770126,1.4201049,0.014670721,1,1.256,2,1.256,0
1.3798382,1.4188491,0.014808944,1,1.258,2,1.258,0
1.3826638,1.4175934,0.014947167,1,1.26,2,1.26,0
1.3854894,1.4163376,0.015085391,1,1.262,2,1.262,0
1.3883151,1.4150817,0.015223622,1,1.2640001,2,1.2640001,0
1.3911407,1.4138259,0.015361845,1,1.266,2,1.266,0
1.3939663,1.4125702,0.015500068,1,1.268,2,1.268,0
1.3967919,1.4113144,0.015638292,1,1.27,2,1.27,0
1.3996174,1.4100586,0.015776515,1,1.272,2,1.272,0
1.4024432,1.4088028,0.015914746,1,1.274,2,1.274,0
1.4052688,1.407547,0.016052969,1,1.276,2,1.276,0
1.4080943,1.4062912,0.016191193,1,1.278,2,1.278,0
1.4109199,1.4050354,0.016329416,1,1.28,2,1.28,0
1.4137455,1.4037797,0.016467639,1,1.2819999,2,1.2819999,0
1.4165713,1.4025238,0.01660587,1,1.284,2,1.284,0
1.4193968,1.401268,0.016744094,1,1.286,2,1.286,0
1.4222224,1.4000123,0.016882317,1,1.288,2,1.288,0
1.425048,1.3987565,0.01702054,1,1.29,2,1.29,0
1.4278737,1.3975006,0.017158771,1,1.2920001,2,1.2920001,0
1.4306993,1.3962449,0.017296995,1,1.294,2,1.294,0
1.4335249,1.3949891,0.017435218,1,1.296,2,1.296,0
1.4363505,1.3937333,0.017573441,1,1.298,2,1.298,0
1.4391761,1.3924775,0.017711664,1,1.3,2,1.3,0
1.4419972,1.3911802,0.01782343,1,1.302,2,1.302,0
1.4447741,1.3894847,0.017681051,1,1.304,2,1.304,0
1.4475509,1.3877892,0.017538672,1,1.306,2,1.306,0
1.4503277,1.3860936,0.017396293,1,1.308,2,1.308,0
1.4531046,1.3843981,0.017253914,1,1.3099999,2,1.3099999,0
1.4558318,1.3826241,0.017187525,1,1.312,2,1.312,0
1.4585452,1.3808286,0.017141947,1,1.314,2,1.314,0
1.4612586,1.3790332,0.017096368,1,1.316,2,1.316,0
1.463972,1.3772377,0.01705079,1,1.318,2,1.318,0
1.4666856,1.3754421,0.017005209,1,1.3200001,2,1.3200001,0
1.469399,1.3736467,0.016959631,1,1.322,2,1.322,0
1.4721124,1.3718512,0.016914053,1,1.324,2,1.324,0
1.4748259,1.3700558,0.016868474,1,1.326,2,1.326,0
1.4775393,1.3682603,0.016822896,1,1.3279999,2,1.3279999,0
1.4802529,1.3664648,0.016777315,1,1.33,2,1.33,0
1.4829663,1.3646693,0.016731737,1,1.332,2,1.332,0
1.4856797,1.3628739,0.016686159,1,1.334,2,1.334,0
1.4883931,1.3610784,0.01664058,1,1.336,2,1.336,0
1.4911067,1.3592829,0.016594999,1,1.3380001,2,1.3380001,0
1.4938201,1.3574874,0.016549421,1,1.34,2,1.34,0
1.4965335,1.355692,0.016503843,1,1.342,2,1.342,0
1.4992469,1.3538965,0.016458265,1,1.344,2,1.344,0
1.5019623,1.3520611,0.016401049,1,1.346,2,1.346,0
1.5046801,1.3501789,0.016330218,1,1.348,2,1.348,0
1.5073978,1.3482968,0.016259392,1,1.35,2,1.35,0
1.5101155,1.3464147,0.016188565,1,1.352,2,1.352,0
1.5128332,1.3445326,0.016117738,1,1.354,2,1.354,0
1.5155508,1.3426505,0.016046912,1,1.3559999,2,1.3559999,0
1.5182687,1.3407683,0.015976081,1,1.358,2,1.358,0
1.5209863,1.3388862,0.015905254,1,1.36,2,1.36,0
1.523704,1.3370041,0.015834428,1,1.362,2,1.362,0
1.5264217,1.335122,0.015763601,1,1.364,2,1.364,0
1.5290673,1.3329768,0.015823466,1,1.3660001,2,1.3660001,0
1.5316714,1.3306813,0.015958183,1,1.368,2,1.368,0
1.5342755,1.3283857,0.016092901,1,1.37,2,1.37,0
1.5368796,1.3260902,0.016227618,1,1.372,2,1.372,0
1.5394837,1.3237946,0.016362335,1,1.374,2,1.374,0
1.542088,1.3214989,0.01649706,1,1.376,2,1.376,0
1.5446921,1.3192033,0.016631777,1,1.378,2,1.378,0
1.5472962,1.3169078,0.016766494,1,1.38,2,1.38,0
1.5499003,1.3146122,0.016901212,1,1.382,2,1.382,0
1.5525044,1.3123167,0.017035929,1,1.3839999,2,1.3839999,0
1.5551129,1.3099821,0.017178263,1,1.386,2,1.386,0
1.5577218,1.3076425,0.017321595,1,1.388,2,1.388,0
1.5603307,1.305303,0.017464928,1,1.39,2,1.39,0
1.5629397,1.3029634,0.01760826,1,1.392,2,1.392,0
1.5655487,1.3006237,0.017751602,1,1.3940001,2,1.3940001,0
1.5681576,1.2982841,0.017894934,1,1.396,2,1.396,0
1.5707666,1.2959446,0.018038267,1,1.398,2,1.398,0
1.5733755,1.293605,0.018181599,1,1.4,2,1.4,0
1.5759844,1.2912655,0.018324932,1,1.402,2,1.402,0
1.5785935,1.2889258,0.018468273,1,1.404,2,1.404,0
1.5812024,1.2865862,0.018611605,1,1.406,2,1.406,0
1.5838113,1.2842466,0.018754938,1,1.408,2,1.408,0
1.5864202,1.2819071,0.01889827,1,1.41,2,1.41,0
1.5890292,1.2795675,0.019041603,1,1.4119999,2,1.4119999,0
1.5916382,1.2772278,0.019184944,1,1.414,2,1.414,0
1.5942471,1.2748883,0.019328277,1,1.416,2,1.416,0
1.5968561,1.2725487,0.019471609,1,1.418,2,1.418,0
1.599465,1.2702091,0.019614942,1,1.42,2,1.42,0
1.6020162,1.2678241,0.01966137,1,1.4220001,2,1.4220001,0
1.6045092,1.2653935,0.019610313,1,1.424,2,1.424,0
1.6070021,1.2629629,0.019559256,1,1.426,2,1.426,0
1.609495,1.2605324,0.019508199,1,1.428,2,1.428,0
1.611988,1.2581018,0.019457142,1,1.4299999,2,1.4299999,0
1.6144811,1.2556711,0.019406082,1,1.432,2,1.432,0
1.6169727,1.2532378,0.019359665,1,1.434,2,1.434,0
1.6194263,1.2507268,0.019446348,1,1.436,2,1.436,0
1.62188,1.2482157,0.019533032,1,1.438,2,1.438,0
1.6243338,1.2457045,0.01961972,1,1.4400001,2,1.4400001,0
1.6267874,1.2431934,0.019706403,1,1.442,2,1.442,0
1.6292411,1.2406824,0.019793087,1,1.444,2,1.444,0
1.6316947,1.2381713,0.01987977,1,1.446,2,1.446,0
1.6341484,1.2356603,0.019966453,1,1.448,2,1.448,0
1.6366022,1.233149,0.020053142,1,1.45,2,1.45,0
1.6390558,1.230638,0.020139825,1,1.452,2,1.452,0
1.6415095,1.2281269,0.020226508,1,1.454,2,1.454,0
1.6439631,1.2256159,0.020313192,1,1.456,2,1.456,0
1.6464168,1.2231048,0.020399875,1,1.4579999,2,1.4579999,0
1.6488706,1.2205936,0.020486564,1,1.46,2,1.46,0
1.6513242,1.2180825,0.020573247,1,1.462,2,1.462,0
1.6537779,1.2155715,0.02065993,1,1.464,2,1.464,0
1.6562316,1.2130604,0.020746613,1,1.466,2,1.466,0
1.6586854,1.2105492,0.020833302,1,1.4680001,2,1.4680001,0
1.661139,1.2080382,0.020919985,1,1.47,2,1.47,0
1.6635927,1.2055271,0.021006669,1,1.472,2,1.472,0
1.6660463,1.203016,0.021093352,1,1.474,2,1.474,0
1.6685,1.200505,0.021180035,1,1.476,2,1.476,0
1.6709538,1.1979938,0.021266724,1,1.478,2,1.478,0
1.6734074,1.1954827,0.021353407,1,1.48,2,1.48,0
1.6758611,1.1929716,0.02144009,1,1.482,2,1.482,0
1.6783147,1.1904606,0.021526774,1,1.484,2,1.484,0
1.6807684,1.1879495,0.021613457,1,1.4859999,2,1.4859999,0
1.6830818,1.184697,0.021377021,1,1.488,2,1.488,0
1.6853666,1.1812942,0.021074979,1,1.49,2,1.49,0
1.6876514,1.1778913,0.020772938,1,1.492,2,1.492,0
1.6899362,1.1744885,0.020470896,1,1.494,2,1.494,0
1.6922212,1.1710854,0.020168837,1,1.4960001,2,1.4960001,0
1.694506,1.1676826,0.019866795,1,1.498,2,1.498,0
1.6967908,1.1642797,0.019564754,1,1.5,2,1.5,0
1.6990756,1.1608768,0.019262712,1,1.502,2,1.502,0
1.7013604,1.157474,0.018960671,1,1.5039999,2,1.5039999,0
1.7036454,1.1540709,0.018658611,1,1.506,2,1.506,0
1.7059302,1.1506681,0.01835657,1,1.508,2,1.508,0
1.708215,1.1472652,0.018054529,1,1.51,2,1.51,0
1.7104998,1.1438624,0.017752487,1,1.512,2,1.512,0
1.7127848,1.1404593,0.017450428,1,1.5140001,2,1.5140001,0
1.7150696,1.1370565,0.017148386,1,1.516,2,1.516,0
1.7173544,1.1336536,0.016846345,1,1.518,2,1.518,0
1.7196392,1.1302508,0.016544303,1,1.52,2,1.52,0
1.7219112,1.126943,0.016516277,1,1.522,2,1.522,0
1.7241777,1.1236773,0.016609957,1,1.524,2,1.524,0
1.7264441,1.1204118,0.016703631,1,1.526,2,1.526,0
1.7287105,1.1171463,0.016797304,1,1.528,2,1.528,0
1.7309768,1.1138808,0.016890978,1,1.53,2,1.53,0
1.7332432,1.1106152,0.016984652,1,1.5319999,2,1.5319999,0
1.7355097,1.1073495,0.017078332,1,1.534,2,1.534,0
1.737776,1.104084,0.017172005,1,1.536,2,1.536,0
1.7400424,1.1008185,0.017265679,1,1.538,2,1.538,0
1.7423087,1.097553,0.017359353,1,1.54,2,1.54,0
1.7445752,1.0942873,0.017453032,1,1.5420001,2,1.5420001,0
1.7468416,1.0910218,0.017546706,1,1.544,2,1.544,0
1.749108,1.0877563,0.01764038,1,1.546,2,1.546,0
1.7513743,1.0844907,0.017734054,1,1.548,2,1.548,0
1.7534897,1.0803845,0.017484672,1,1.55,2,1.55,0
1.7555308,1.0758639,0.017066264,1,1.552,2,1.552,0
1.7575718,1.0713436,0.01664788,1,1.554,2,1.554,0
1.7596128,1.0668232,0.016229497,1,1.556,2,1.556,0
1.7616538,1.0623029,0.015811113,1,1.558,2,1.558,0
1.7636948,1.0577825,0.01539273,1,1.5599999,2,1.5599999,0
1.7657359,1.0532619,0.014974321,1,1.562,2,1.562,0
1.7677769,1.0487415,0.014555938,1,1.564,2,1.564,0
1.7698179,1.0442212,0.014137555,1,1.566,2,1.566,0
1.7718589,1.0397008,0.013719171,1,1.568,2,1.568,0
1.7739,1.0351802,0.013300763,1,1.5700001,2,1.5700001,0
1.775941,1.0306598,0.012882379,1,1.572,2,1.572,0
1.777982,1.0261395,0.012463996,1,1.574,2,1.574,0
1.780023,1.0216191,0.012045612,1,1.576,2,1.576,0
1.782064,1.0170988,0.011627229,1,1.5779999,2,1.5779999,0
1.7841051,1.0125782,0.011208821,1,1.58,2,1.58,0
1.7861461,1.0080578,0.010790437,1,1.582,2,1.582,0
1.7881871,1.0035375,0.010372054,1,1.584,2,1.584,0
1.790228,0.99901711,0.0099536703,1,1.586,2,1.586,0
1.7922692,0.99449648,0.009535262,1,1.5880001,2,1.5880001,0
